Date,Dividends
1988-02-23,0.025000
1988-05-24,0.025000
1988-08-25,0.025000
1988-11-23,0.025000
1988-12-09,0.055000
1989-02-22,0.025000
1989-05-24,0.025000
1989-08-25,0.025000
1989-11-24,0.025000
1990-02-22,0.030000
1990-05-24,0.030000
1990-08-27,0.030000
1990-11-26,0.030000
1991-02-22,0.030000
1991-05-24,0.030000
1991-08-26,0.030000
1991-11-22,0.032500
1992-02-24,0.035000
1992-05-26,0.035000
1992-08-25,0.035000
1992-11-23,0.035000
1993-02-23,0.035000
1993-05-24,0.035000
1993-08-25,0.035000
1993-11-23,0.035000
1994-02-22,0.035000
1994-05-24,0.035000
1994-08-23,0.035000
1994-11-23,0.037500
1995-02-22,0.037500
1995-05-24,0.037500
1995-08-29,0.037500
1995-11-28,0.045000
1996-02-27,0.045000
1996-05-29,0.045000
1996-08-28,0.045000
1996-11-25,0.055000
1997-02-26,0.055000
1997-05-28,0.055000
1997-08-27,0.055000
1997-11-25,0.075000
1998-02-11,0.075000
1998-05-27,0.075000
1998-08-27,0.075000
1998-11-25,0.090000
1999-02-18,0.090000
1999-05-26,0.090000
1999-08-27,0.090000
1999-11-26,0.105000
2000-02-24,0.105000
2000-05-26,0.105000
2000-08-29,0.105000
2000-11-28,0.105000
2001-02-26,0.105000
2001-05-29,0.105000
2001-08-29,0.105000
2001-11-28,0.105000
2002-02-26,0.105000
2002-05-29,0.105000
2002-08-28,0.105000
2002-11-26,0.105000
2003-02-26,0.105000
2003-05-21,0.105000
2003-08-20,0.105000
2003-11-19,0.125000
2004-02-18,0.125000
2004-05-19,0.125000
2004-08-18,0.125000
2004-11-17,0.150000
2005-02-16,0.150000
2005-05-18,0.200000
2005-08-17,0.200000
2005-11-16,0.250000
2006-02-15,0.250000
2006-05-17,0.250000
2006-08-16,0.250000
2006-11-15,0.275000
2007-02-14,0.275000
2007-05-16,0.350000
2007-08-22,0.350000
2007-11-20,0.400000
2008-02-20,0.400000
2008-05-21,0.400000
2008-08-20,0.400000
2008-11-19,0.400000
2010-02-17,0.100000
2010-05-19,0.100000
2010-08-18,0.100000
2010-11-17,0.100000
2011-02-16,0.250000
2011-05-18,0.250000
2011-08-24,0.250000
2011-11-22,0.250000
2012-02-22,0.250000
2012-05-23,0.250000
2012-08-22,0.250000
2012-11-20,0.250000
2012-12-05,0.500000
2013-02-20,0.250000
2013-05-22,0.250000
2013-08-21,0.250000
2013-11-20,0.250000
2014-02-19,0.250000
2014-05-21,0.250000
2014-08-20,0.250000
2014-11-19,0.250000
2015-02-18,0.250000
2015-05-20,0.250000
2015-08-19,0.300000
2015-11-18,0.300000
2016-02-17,0.300000
2016-05-25,0.350000
2016-08-24,0.350000
2016-11-22,0.350000
2017-02-22,0.350000
2017-05-24,0.400000
2017-08-23,0.400000
2017-11-22,0.450000
2018-02-22,0.450000
2018-05-24,0.500000
2018-08-23,0.500000
2018-11-21,0.500000
2019-02-21,0.500000
2019-05-23,0.500000
2019-08-22,0.500000
2019-11-21,0.500000
2020-02-20,0.500000
