Date,Dividends
1990-12-31,0.128866
1991-04-04,0.128866
1991-06-27,0.150344
1991-09-30,0.150344
1992-01-06,0.150344
1992-03-31,0.150344
1992-06-26,0.171821
1992-09-28,0.171821
1992-12-29,0.171821
1993-03-31,0.171821
1993-06-29,0.171821
1993-09-29,0.171821
1993-12-29,0.171821
1994-03-29,0.171821
2022-05-18,0.618557
2022-08-17,0.618557
2022-11-16,0.618557
2023-02-22,0.618557
2023-05-17,0.618557
2023-08-07,0.720000
