Date,Dividends
2010-03-09,0.140000
2010-05-25,0.140000
2010-08-24,0.140000
2010-11-16,0.140000
2011-03-09,0.140000
2011-05-25,0.140000
2011-08-24,0.140000
2011-11-16,0.140000
2011-12-21,15.125000
2012-03-08,0.090000
2012-05-25,0.090000
2012-08-24,0.130000
2012-11-14,0.130000
2012-12-13,0.520000
2013-03-07,0.130000
2013-05-28,0.130000
2013-08-26,0.150000
2013-11-19,0.150000
2014-03-06,0.150000
2014-05-28,0.150000
2014-08-25,0.180000
2014-11-18,0.180000
2015-03-06,0.180000
2015-05-26,0.180000
2015-08-25,0.240000
2015-11-17,0.240000
2016-03-08,0.240000
2016-05-24,0.240000
2016-08-23,0.260000
2016-11-15,0.260000
2017-03-07,0.280000
2017-05-23,0.280000
2017-08-22,0.300000
2017-11-15,0.300000
2018-03-07,0.300000
2018-05-23,0.300000
2018-08-22,0.320000
2018-11-14,0.320000
2019-03-06,0.320000
2019-05-22,0.320000
2019-08-21,0.340000
2019-11-18,0.340000
2020-03-09,0.340000
