Date,Dividends
1962-03-14,0.001563
1962-06-14,0.001563
1962-09-14,0.001563
1962-12-14,0.001563
1963-03-14,0.001563
1963-06-14,0.001563
1963-09-16,0.001563
1963-12-16,0.001563
1964-03-12,0.001563
1964-06-16,0.001563
1964-09-15,0.001563
1964-12-15,0.001563
1965-03-12,0.001563
1965-06-15,0.001563
1965-09-14,0.001563
1965-12-14,0.001563
1966-03-10,0.001823
1966-06-14,0.001823
1966-09-13,0.001823
1966-12-14,0.001823
1967-03-10,0.001823
1967-06-13,0.001823
1967-09-13,0.001823
1967-12-14,0.001823
1968-03-08,0.001823
1968-06-13,0.002344
1968-09-12,0.002344
1968-12-10,0.002344
1969-03-10,0.002344
1969-06-10,0.002604
1969-09-11,0.002604
1969-12-11,0.002604
1970-06-10,0.002604
1970-09-11,0.002604
1970-12-11,0.003125
1971-03-09,0.003125
1971-06-11,0.003125
1971-09-10,0.003125
1971-12-13,0.003229
1972-03-07,0.003229
1972-06-12,0.003229
1972-09-11,0.003313
1972-12-11,0.003375
1973-03-01,0.003375
1973-06-11,0.003375
1973-09-10,0.003646
1973-12-10,0.003646
1974-03-05,0.003646
1974-06-11,0.004167
1974-09-09,0.004167
1974-12-09,0.004167
1975-03-11,0.004688
1975-06-09,0.004688
1975-09-08,0.004688
1975-12-09,0.005208
1976-03-11,0.005208
1976-06-08,0.005208
1976-09-07,0.006771
1976-12-09,0.006771
1977-03-10,0.006771
1977-06-10,0.008583
1977-09-09,0.008583
1977-12-09,0.008583
1978-03-09,0.010667
1978-06-12,0.010667
1978-09-11,0.010667
1978-12-11,0.010667
1979-03-09,0.013021
1979-06-11,0.013000
1979-09-11,0.013000
1979-12-10,0.013000
1980-03-06,0.016667
1980-06-10,0.016667
1980-09-09,0.016667
1980-12-09,0.016667
1981-03-03,0.020833
1981-06-09,0.020833
1981-09-09,0.020833
1981-12-09,0.020833
1982-03-04,0.025000
1982-06-09,0.025000
1982-09-09,0.025000
1982-12-09,0.025000
1983-03-03,0.030208
1983-06-09,0.030208
1983-09-09,0.030208
1983-12-09,0.030208
1984-03-09,0.035417
1984-06-11,0.035417
1984-09-10,0.035417
1984-12-10,0.035417
1985-03-11,0.041667
1985-06-10,0.041667
1985-09-10,0.041667
1985-12-10,0.041667
1986-03-10,0.047917
1986-06-10,0.047917
1986-09-09,0.047917
1986-12-09,0.062500
1987-03-09,0.062500
1987-06-09,0.062500
1987-09-09,0.062500
1987-12-09,0.075000
1988-03-08,0.075000
1988-06-09,0.075000
1988-09-09,0.093750
1988-12-09,0.093750
1989-03-09,0.093750
1989-06-09,0.093750
1989-09-11,0.114583
1989-12-11,0.114667
1990-03-09,0.114667
1990-06-11,0.114667
1990-09-10,0.143333
1990-12-11,0.143333
1991-03-08,0.143333
1991-06-11,0.143333
1991-09-10,0.175000
1991-12-10,0.175000
1992-03-06,0.175000
1992-06-09,0.175000
1992-09-09,0.216667
1992-12-09,0.216667
1993-03-05,0.216667
1993-06-09,0.216667
1993-09-09,0.216667
1993-12-09,0.216667
1994-03-09,0.230000
1994-06-09,0.230000
1994-09-09,0.275000
1994-12-09,0.275000
1995-03-09,0.091667
1995-06-13,0.275000
1995-09-13,0.333333
1995-12-13,0.333333
1996-03-13,0.333333
1996-06-12,0.333333
1996-09-12,0.400000
1996-12-12,0.400000
1997-03-13,0.400000
1997-06-12,0.400000
1997-09-11,0.400000
1997-12-11,0.400000
1998-03-12,0.400000
1998-06-11,0.400000
1998-09-11,0.440000
1998-12-11,0.440000
1999-03-11,0.440000
1999-06-11,0.440000
1999-09-13,0.480000
1999-12-13,0.480000
2000-03-16,0.480000
2000-06-16,0.480000
2000-09-13,0.530000
2000-12-13,0.530000
2001-03-13,0.530000
2001-06-13,0.530000
2001-09-17,0.580000
2001-12-20,0.580000
2002-03-13,0.580000
2002-06-26,0.580000
2002-09-12,0.640000
2002-12-19,0.640000
2003-03-12,0.640000
2003-06-11,0.640000
2003-09-11,0.680000
2003-12-18,0.680000
2004-03-11,0.680000
2004-06-14,0.680000
2004-09-13,0.730000
2004-12-22,0.730000
2005-03-11,0.730000
2005-06-13,0.730000
2005-09-13,0.800000
2005-12-23,0.800000
2006-03-13,0.800000
2006-06-13,0.800000
2006-09-13,0.860000
2006-12-22,0.860000
2007-03-13,0.860000
2007-04-02,21.909000
2007-06-13,0.690000
2007-09-12,0.750000
2007-12-21,0.750000
2008-03-17,0.750000
2008-03-31,51.060001
2008-06-11,0.290000
2008-09-11,0.320000
2008-12-22,0.320000
2009-03-12,0.320000
2009-06-11,0.320000
2009-09-11,0.340000
2009-12-28,0.340000
2010-03-11,0.350000
2010-06-11,0.350000
2010-09-13,0.380000
2010-12-23,0.380000
2011-03-11,0.380000
2011-06-13,0.380000
2011-09-13,0.410000
2011-12-22,0.410000
2012-03-13,0.410000
2012-06-13,0.410000
2012-09-12,0.440000
2012-12-21,0.440000
2013-03-13,0.440000
2013-06-12,0.440000
2013-09-12,0.480000
2013-12-23,0.480000
2014-03-12,0.480000
2014-06-12,0.480000
2014-09-11,0.520000
2014-12-22,0.520000
2015-03-12,0.520000
2015-06-11,0.520000
2015-09-11,0.565000
2015-12-22,0.565000
2016-03-11,0.565000
2016-06-13,0.565000
2016-09-13,0.610000
2016-12-20,0.610000
2017-03-13,0.610000
2017-06-13,0.610000
2017-09-14,0.660000
2017-12-20,0.660000
2018-03-14,0.700000
2018-06-14,0.700000
2018-09-13,0.800000
2018-12-24,0.800000
2019-03-22,0.800000
2019-06-13,0.800000
2019-09-13,0.840000
2019-12-24,0.840000
2020-03-24,0.840000
2020-06-12,0.840000
2020-09-14,0.860000
2020-12-24,0.860000
2021-03-24,0.860000
2021-06-14,0.860000
2021-09-14,0.900000
2021-12-22,0.900000
2022-03-24,0.900000
2022-06-14,0.900000
2022-09-14,0.940000
2022-12-21,0.940000
2023-03-23,0.940000
2023-06-14,0.940000
2023-09-14,0.980000
