Date,Dividends
2012-09-26,0.250000
2012-12-12,0.250000
2013-03-26,0.250000
2013-06-26,0.250000
2013-09-26,0.250000
2013-12-24,0.300000
2014-03-26,0.300000
2014-06-25,0.400000
2014-10-01,0.400000
2014-12-30,0.400000
2015-03-31,0.500000
2015-06-30,0.500000
2015-09-30,0.500000
2015-12-29,0.500000
2016-03-30,0.500000
2016-06-29,0.500000
2016-09-28,0.500000
2016-12-28,0.500000
2017-03-29,0.500000
2017-06-28,0.500000
2017-09-28,0.500000
2017-12-28,0.500000
2018-03-28,0.500000
2018-06-28,0.500000
2018-09-27,0.500000
2018-12-27,0.500000
2019-03-28,0.500000
2019-06-27,0.500000
2019-10-03,0.500000
2020-01-02,0.500000
2020-04-02,0.500000
