Date,Dividends
2012-03-16,0.250000
2012-06-18,0.250000
2012-09-18,0.250000
2012-12-06,2.750000
2012-12-18,0.250000
2013-03-19,0.350000
2013-06-18,0.350000
2013-09-18,0.350000
2013-12-18,0.350000
2014-03-19,0.500000
2014-06-18,0.500000
2014-09-18,0.500000
2014-12-16,0.500000
2015-03-19,0.650000
2015-06-18,0.650000
2015-09-18,0.650000
2015-12-18,0.650000
2016-03-18,0.720000
2016-06-20,0.720000
2016-09-20,0.720000
2016-12-19,0.720000
2017-03-21,0.730000
2017-06-20,0.730000
2017-09-20,0.730000
2017-12-20,0.730000
2018-03-21,0.750000
2018-06-19,0.750000
2018-09-18,0.750000
2018-12-17,0.750000
2019-03-19,0.770000
2019-06-18,0.770000
2019-09-17,0.770000
2019-12-16,0.770000
2020-03-17,0.790000
2023-08-07,0.200000
