Date,Dividends
1962-03-27,0.004188
1962-06-26,0.004188
1962-09-25,0.004188
1962-12-26,0.004188
1963-03-26,0.004188
1963-06-25,0.004188
1963-09-25,0.004188
1963-12-26,0.004188
1964-03-23,0.004188
1964-06-25,0.004188
1964-09-23,0.004188
1964-12-28,0.004188
1965-03-24,0.006281
1965-06-25,0.006281
1965-09-27,0.006281
1965-12-28,0.006281
1966-03-28,0.006281
1966-06-27,0.006281
1966-09-27,0.006281
1966-12-27,0.006281
1967-03-28,0.006281
1967-06-27,0.006281
1967-09-26,0.006281
1967-12-26,0.006281
1968-03-25,0.006281
1968-06-24,0.006281
1968-09-23,0.006281
1968-12-20,0.006281
1969-03-24,0.006281
1969-06-23,0.006281
1969-09-22,0.006281
1969-12-17,0.006281
1970-06-22,0.007538
1970-09-21,0.007538
1970-12-21,0.007538
1971-03-22,0.007538
1971-06-23,0.007538
1971-09-23,0.007538
1971-12-20,0.007538
1972-03-21,0.007538
1972-06-26,0.007538
1972-09-26,0.008744
1972-12-19,0.007538
1973-03-20,0.007538
1973-06-25,0.012563
1973-09-19,0.012563
1973-12-19,0.012563
1974-03-25,0.012563
1974-06-24,0.012563
1974-09-17,0.017588
1974-12-17,0.017588
1975-03-18,0.017588
1975-06-17,0.017588
1975-09-23,0.017588
1975-12-22,0.017588
1976-03-24,0.017588
1976-06-29,0.017588
1976-09-22,0.017588
1976-12-21,0.021105
1977-03-22,0.021105
1977-06-28,0.021105
1977-09-20,0.021105
1977-12-20,0.025125
1978-03-28,0.025125
1978-06-27,0.025125
1978-09-26,0.025125
1978-12-26,0.030150
1979-03-26,0.030150
1979-06-26,0.030150
1979-09-25,0.030150
1979-12-26,0.035175
1980-03-24,0.035175
1980-06-20,0.035175
1980-09-23,0.035175
1980-12-22,0.040200
1981-03-27,0.040200
1981-06-22,0.040200
1981-09-28,0.040200
1981-12-22,0.040200
1982-03-26,0.040200
1982-06-22,0.040200
1982-09-27,0.040200
1982-12-22,0.040200
1983-03-15,0.040200
1983-06-16,0.040200
1983-09-19,0.040200
1983-12-13,0.040200
1984-03-15,0.040200
1984-06-14,0.048241
1984-09-17,0.048241
1984-12-12,0.048241
1985-03-14,0.048241
1985-06-14,0.048241
1985-09-16,0.048241
1985-12-12,0.048241
1986-03-14,0.048241
1986-06-16,0.048241
1986-09-15,0.048241
1986-12-15,0.048241
1987-03-16,0.048241
1987-06-15,0.048241
1987-09-14,0.048241
1987-12-14,0.048241
1988-03-14,0.048241
1988-06-13,0.048241
1988-09-12,0.048241
1988-12-12,0.057286
1989-03-13,0.057286
1989-06-12,0.057286
1989-09-11,0.057286
1989-12-11,0.057286
1990-03-12,0.057286
1990-06-11,0.057286
1990-09-10,0.057286
1990-12-10,0.057286
1991-03-11,0.057286
1991-06-10,0.057286
1991-09-10,0.057286
1991-12-10,0.057286
1992-03-10,0.057286
1992-06-09,0.057286
1992-09-09,0.057286
1992-12-09,0.066331
1993-03-09,0.066331
1993-06-09,0.066331
1993-09-09,0.066331
1993-12-09,0.066331
1994-03-09,0.084421
1994-06-09,0.084421
1994-09-09,0.084421
1994-12-09,0.120601
1995-03-09,0.120601
1995-06-13,0.120601
1995-09-13,0.120601
1995-12-13,0.120601
1996-03-13,0.120601
1996-06-12,0.144722
1996-09-11,0.144722
1996-12-11,0.144722
1997-03-12,0.144722
1997-06-12,0.144722
1997-09-12,0.144722
1997-12-11,0.144722
1998-03-11,0.144722
1998-06-11,0.144722
1998-09-11,0.144722
1998-12-11,0.144722
1999-03-11,0.144722
1999-06-11,0.144722
1999-09-13,0.144722
1999-12-13,0.144722
2000-03-13,0.144722
2000-06-13,0.144722
2000-09-13,0.144722
2000-12-13,0.144722
2001-03-13,0.144722
2001-06-13,0.144722
2001-09-17,0.144722
2001-12-12,0.144722
2002-03-13,0.144722
2002-06-12,0.144722
2002-09-11,0.144722
2002-12-12,0.144722
2003-03-12,0.144722
2003-06-11,0.144722
2003-09-11,0.144722
2003-12-11,0.144722
2004-03-11,0.144722
2004-06-14,0.144722
2004-09-13,0.144722
2004-12-13,0.161700
2005-03-11,0.161700
2005-06-13,0.161700
2005-09-13,0.161700
2005-12-13,0.161700
2006-03-13,0.161700
2006-06-13,0.202125
2006-09-13,0.202125
