Date,Open,High,Low,Close,Adj Close,Volume
1973-02-21,0.859375,0.859375,0.859375,0.859375,0.401962,236800
1973-02-22,0.867188,0.867188,0.867188,0.867188,0.405616,70400
1973-02-23,0.875000,0.875000,0.875000,0.875000,0.409270,70400
1973-02-26,0.859375,0.859375,0.859375,0.859375,0.401962,179200
1973-02-27,0.851563,0.851563,0.851563,0.851563,0.398308,25600
1973-02-28,0.835938,0.835938,0.835938,0.835938,0.390999,166400
1973-03-01,0.800781,0.800781,0.800781,0.800781,0.374555,358400
1973-03-02,0.781250,0.781250,0.781250,0.781250,0.365420,288000
1973-03-05,0.781250,0.781250,0.781250,0.781250,0.365420,70400
1973-03-06,0.804688,0.804688,0.804688,0.804688,0.376383,377600
1973-03-07,0.812500,0.812500,0.812500,0.812500,0.380037,70400
1973-03-08,0.824219,0.824219,0.824219,0.824219,0.385518,256000
1973-03-09,0.789063,0.789063,0.789063,0.789063,0.369074,140800
1973-03-12,0.781250,0.781250,0.781250,0.781250,0.365420,89600
1973-03-13,0.773438,0.773438,0.773438,0.773438,0.361766,288000
1973-03-14,0.742188,0.742188,0.742188,0.742188,0.347149,281600
1973-03-15,0.710938,0.710938,0.710938,0.710938,0.332532,262400
1973-03-16,0.656250,0.656250,0.656250,0.656250,0.306952,172800
1973-03-19,0.664063,0.664063,0.664063,0.664063,0.310607,224000
1973-03-20,0.695313,0.695313,0.695313,0.695313,0.325224,204800
1973-03-21,0.710938,0.710938,0.710938,0.710938,0.332532,230400
1973-03-22,0.734375,0.734375,0.734375,0.734375,0.343495,198400
1973-03-23,0.765625,0.765625,0.765625,0.765625,0.358112,313600
1973-03-26,0.765625,0.765625,0.765625,0.765625,0.358112,217600
1973-03-27,0.781250,0.781250,0.781250,0.781250,0.365420,51200
1973-03-28,0.781250,0.781250,0.781250,0.781250,0.365420,44800
1973-03-29,0.796875,0.796875,0.796875,0.796875,0.372728,236800
1973-03-30,0.796875,0.796875,0.796875,0.796875,0.372728,83200
1973-04-02,0.796875,0.796875,0.796875,0.796875,0.372728,12800
1973-04-03,0.796875,0.796875,0.796875,0.796875,0.372728,83200
1973-04-04,0.789063,0.789063,0.789063,0.789063,0.369074,153600
1973-04-05,0.765625,0.765625,0.765625,0.765625,0.358112,89600
1973-04-06,0.773438,0.773438,0.773438,0.773438,0.361766,115200
1973-04-09,0.769531,0.769531,0.769531,0.769531,0.359938,64000
