Date,Open,High,Low,Close,Adj Close,Volume,MA_5,MA_10,MA_12,MA_26,MA_20,MA_50,MA_100,Pct_change,Volatility,Day_of_week,RSI,MACD,MACD_signal,Bollinger_mavg,Bollinger_hband,Bollinger_lband,Lag_1,Lag_2,Lag_3,Volume_MA_10,Volume_pct_MA,High_Low_Range,Price_Change_Direction,MACD_Hist,PPO,P/E_Ratio,Volume_Norm,VIX
2005-11-16,7.8,8.842,7.712,7.85,6.905087,97759000,7.214,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-10.191082802547768,4.687049878718965,Wednesday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.85,7.85,7.85,18307850.0,0.21272295763839008,1.1300000000000008,0,0.10212959843879507,0.15895811179688005,24.49134319924014,16.57200524370058,15.830313794898647
2005-11-17,8.06,8.35,6.8,7.05,6.201386,34308500,7.214,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-10.191082802547768,4.687049878718965,Thursday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.85,7.85,7.85,18307850.0,0.21272295763839008,1.5499999999999998,0,0.10212959843879507,0.15895811179688005,10.355181860688546,5.2293342429632315,25.102747012072513
2005-11-18,7.24,7.39,6.912,7.0,6.157404,12810000,7.214,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-0.7092198581560294,4.687049878718965,Friday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.05,7.85,7.85,18307850.0,0.21272295763839008,0.47799999999999976,0,0.10212959843879507,0.15895811179688005,11.933684580104938,1.3861744174401565,32.084888284137136
2005-11-21,7.05,7.192,6.964,7.18,6.315736,6404000,7.214,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,2.571428571428558,4.687049878718965,Monday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.0,7.05,7.85,18307850.0,0.21272295763839008,0.22799999999999976,1,0.10212959843879507,0.15895811179688005,20.6040312923013,0.24101164597699287,34.28451488271219
2005-11-22,7.09,7.092,6.86,6.99,6.148608,6533000,7.214,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-2.646239554317542,4.687049878718965,Tuesday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.18,7.0,7.05,18307850.0,0.21272295763839008,0.23199999999999932,0,0.10212959843879507,0.15895811179688005,20.206131930653527,0.26407221380695667,37.342714569652905
2005-11-23,6.94,6.99,6.31,6.79,5.972682,12421000,7.002,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-2.8612303290414864,4.687049878718965,Wednesday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,6.99,7.18,7.0,18307850.0,0.21272295763839008,0.6800000000000006,0,0.10212959843879507,0.15895811179688005,13.236324776909163,1.3166351857668548,16.980057053989427
2005-11-25,6.75,6.89,6.73,6.83,6.007867,1316000,6.958,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,0.589101620029453,2.2794450508546964,Friday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,6.79,6.99,7.18,18307850.0,0.21272295763839008,0.15999999999999925,1,0.10212959843879507,0.15895811179688005,10.108136476154144,-0.6685400526187886,19.969404637364267
2005-11-28,6.78,6.78,6.51,6.66,5.85833,3155000,6.890000000000001,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-2.4890190336749662,2.432407489620281,Monday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,6.83,6.79,6.99,18307850.0,0.21272295763839008,0.27000000000000046,0,0.10212959843879507,0.15895811179688005,20.794822387925812,-0.33979288797302554,28.126562095888865
2005-11-29,6.66,6.698,6.254,6.394,5.624348,4477500,6.7328,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,-3.993993993993994,1.709178764706383,Tuesday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,6.66,6.83,6.79,18307850.0,0.21272295763839008,0.44400000000000084,0,0.10212959843879507,0.15895811179688005,20.207200910549503,-0.10337737669297034,18.533845864293294
2005-11-30,6.42,6.482,6.32,6.46,5.682404,3894500,6.6268,6.920399999999999,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,1.0322177040975822,2.225850722456817,Wednesday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,6.394,6.66,6.83,18307850.0,0.21272295763839008,0.16199999999999992,1,0.10212959843879507,0.15895811179688005,12.619395321215173,-0.2075968421570703,13.31964122965287
2005-12-01,6.46,7.04,6.43,7.0,6.157404,5688500,6.6688,6.8354,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,8.359133126934992,4.7693922047571045,Thursday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,6.46,6.394,6.66,9100800.0,0.6250549402250352,0.6100000000000003,1,0.10212959843879507,0.15895811179688005,19.05149484321673,0.11310593836196112,25.486183221063055
2005-12-02,7.0,7.26,6.98,7.22,6.350923,5120000,6.7468,6.8524,6.952000000000001,7.016846153846154,7.052,7.842960000000001,9.91464,3.142857142857136,4.889834934880354,Friday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.0,6.46,6.394,6181950.0,0.8282176335945778,0.27999999999999936,1,0.10212959843879507,0.15895811179688005,21.447465513609874,0.011478552227585778,34.93695170427739
2005-12-05,7.236,7.49,7.236,7.362,6.47583,4592500,6.8872,6.888599999999999,6.911333333333334,7.016846153846154,7.052,7.842960000000001,9.91464,1.9667590027700799,4.4316747339529,Monday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.22,7.0,6.46,5360200.0,0.8567777321741726,0.25400000000000045,1,0.10212959843879507,0.15895811179688005,14.720212541658428,-0.0828195061468786,12.720202887292986
2005-12-06,7.362,7.522,7.29,7.316,6.435367,3202500,7.071599999999999,6.902200000000001,6.9334999999999996,7.016846153846154,7.052,7.842960000000001,9.91464,-0.6248302091822922,3.4120100560453497,Tuesday,50.414493367261564,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.362,7.22,7.0,5040050.0,0.6354103629924306,0.2320000000000002,0,0.10212959843879507,0.15895811179688005,26.864090313639405,-0.33130159361703115,38.12995737204458
2005-12-07,7.33,7.33,6.9,7.09,6.23657,2473000,7.1975999999999996,6.9122,6.940999999999999,7.016846153846154,7.052,7.842960000000001,9.91464,-3.0891197375615076,4.316325120837999,Wednesday,44.43934240631582,-0.12258509412395213,-0.032833709249246966,7.052,7.6897899340692035,6.414210065930796,7.316,7.362,7.22,4634050.0,0.5336584628996235,0.4299999999999997,0,0.10212959843879507,0.15895811179688005,12.397645397081874,-0.4617099985159349,39.59418094961162
