2024-05-12 21:18:25,554 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Configure stats pid to 12322
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Loading settings from /Users/ruthikkale/.config/wandb/settings
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Loading settings from /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/settings
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_init.py:_log_setup():521] Logging user logs to /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/run-20240512_211825-ornhls5w/logs/debug.log
2024-05-12 21:18:25,555 INFO    MainThread:12322 [wandb_init.py:_log_setup():522] Logging internal logs to /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/run-20240512_211825-ornhls5w/logs/debug-internal.log
2024-05-12 21:18:25,556 INFO    MainThread:12322 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x35ee25010>
2024-05-12 21:18:25,556 INFO    MainThread:12322 [wandb_init.py:init():561] calling init triggers
2024-05-12 21:18:25,556 INFO    MainThread:12322 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {}
2024-05-12 21:18:25,556 INFO    MainThread:12322 [wandb_init.py:init():586] re-initializing run, found existing run on stack: ihz6m6of
2024-05-12 21:18:25,557 INFO    MainThread:12322 [wandb_run.py:_finish():2064] finishing run rk42218/LSTM/ihz6m6of
2024-05-12 21:18:25,557 INFO    MainThread:12322 [wandb_run.py:_atexit_cleanup():2304] got exitcode: 0
2024-05-12 21:18:25,558 INFO    MainThread:12322 [wandb_run.py:_restore():2287] restore
2024-05-12 21:18:25,558 INFO    MainThread:12322 [wandb_run.py:_restore():2293] restore done
2024-05-12 21:18:30,217 INFO    MainThread:12322 [wandb_run.py:_footer_history_summary_info():3936] rendering history
2024-05-12 21:18:30,217 INFO    MainThread:12322 [wandb_run.py:_footer_history_summary_info():3968] rendering summary
2024-05-12 21:18:30,227 INFO    MainThread:12322 [wandb_run.py:_footer_sync_info():3895] logging synced files
2024-05-12 21:18:30,287 INFO    MainThread:12322 [wandb_init.py:init():611] starting backend
2024-05-12 21:18:30,287 INFO    MainThread:12322 [wandb_init.py:init():615] setting up manager
2024-05-12 21:18:30,293 INFO    MainThread:12322 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-05-12 21:18:30,294 INFO    MainThread:12322 [wandb_init.py:init():623] backend started and connected
2024-05-12 21:18:30,315 INFO    MainThread:12322 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-05-12 21:18:30,316 INFO    MainThread:12322 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-05-12 21:18:30,316 INFO    MainThread:12322 [wandb_init.py:init():715] updated telemetry
2024-05-12 21:18:30,353 INFO    MainThread:12322 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-05-12 21:18:31,501 INFO    MainThread:12322 [wandb_run.py:_on_init():2357] communicating current version
2024-05-12 21:18:31,692 INFO    MainThread:12322 [wandb_run.py:_on_init():2366] got version response upgrade_message: "wandb version 0.17.0 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-05-12 21:18:31,692 INFO    MainThread:12322 [wandb_init.py:init():799] starting run threads in backend
2024-05-12 21:18:46,516 INFO    MainThread:12322 [wandb_run.py:_console_start():2335] atexit reg
2024-05-12 21:18:46,516 INFO    MainThread:12322 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-05-12 21:18:46,516 INFO    MainThread:12322 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-05-12 21:18:46,516 INFO    MainThread:12322 [wandb_run.py:_redirect():2280] Redirects installed.
2024-05-12 21:18:46,517 INFO    MainThread:12322 [wandb_init.py:init():842] run started, returning control to user process
2024-05-12 21:18:55,888 INFO    MainThread:12322 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-05-12 21:18:55,889 INFO    MainThread:12322 [wandb_init.py:_pause_backend():432] pausing backend
